"","year","country","fpu_em_clerks","fpu_em_elem_ocupation","fpu_em_professional","fpu_em_senior_official","fpu_em_technician","fsppaid_em","pri_ed_sppaid_em","sec_ed_sppaid_em","ter_ed_sppaid_em","tot_em_ter_ed_wpsec","psec_sformal_em","psec_spaid_em","psec_stotal_em","psec_spaid_em_rural","psec_spaid_em_urban","wbill_per_gdp","wbill_per_pub_expenditure","lfpr","egov_index","epar_index","online_ser_index","hum_cap_index","telcom_infra_index","gdp_percap","per_growth_gdp","upop","vdem_corr","icrg_qog","wbgi_gee","cofog_ggtot","time","time_squared"
"Estonia-2012","2012","Estonia",1.26156283624845,0.0754829047772982,0.963558726001553,0.695223922708939,0.963510280376538,0.784432062016175,-1.05100472085724,-0.361078782689856,1.02879482046334,-0.0430855625526811,-0.804465546855745,-0.81670012892962,-0.36513534855498,-0.521750995624461,-0.937309478802576,-0.235501327689742,0.731769569814674,0.340821515863593,0.712412701119566,0.748508577681917,0.874398480708059,0.0297965472731995,0.223182500129076,17534.421349913,3.12484637290247,0.0522044014730247,-0.773596245346282,-1.02385794564584,-0.457658989506101,-0.850483697159955,3,9
"Estonia-2014","2014","Estonia",1.4294756209821,0.166994130889351,1.25527491860233,1.17227647554272,1.35134572341866,1.29531587050212,-0.87063257034529,-0.373475336016957,0.92323792682245,-0.295551473607177,-0.983162693224622,-0.986315251563799,-0.567808184001778,-0.703493917608695,-1.07390100972844,0.0583420521048825,1.54549254069062,0.404168736042243,0.93337049497421,0.753979784995892,0.576819368670172,-0.318472473314007,1.16668659856143,20367.103161316,2.98732482453686,0.06454312445026,-0.781876644012017,-0.940977128356584,-0.331354666450013,-1.06272141446037,4,16
"Estonia-2016","2016","Estonia",0.961354085158802,-0.0804170425831132,1.048974678637,0.842659116906324,1.16111000127803,1.21550029391887,-0.835259557950758,-0.719482683371612,1.21664402890276,-0.727167132866347,-1.00055536947365,-1.00139111078498,-0.650008020433042,-0.802115151432611,-1.02347800689838,0.443044086256247,1.72245143439653,0.786282339990787,1.11123979548746,0.932195244569791,1.26325354556111,-0.546618045308285,0.725323036876059,18437.2528207173,3.18781708302028,0.0768400212479114,-0.790157042677751,-0.758638513974215,-0.180587473438513,-0.779737791393149,5,25
"Estonia-2018","2018","Estonia",1.06693136016212,-0.236802702977379,0.785619738175255,1.43417618301795,1.14567328351205,1.09266836622848,-0.916936346502663,-1.10026218926237,1.61769402650312,-1.08250523450034,-1.12947075779508,-1.12845035205487,-0.757798782077812,-0.932555224302376,-1.11614959407555,0.186199366717571,1.25093459181824,1.07684234745087,1.28543221123559,1.28432214729726,1.3292292499844,-0.444824545167312,0.932417657428531,23170.7073775514,4.35546476501582,-2.78800734230974,-0.723913853351872,-0.758638513974215,0.0248628373070266,-0.836334516006593,6,36
"Finland-2008","2008","Finland",0.971075934852008,1.17402693845758,-0.648414639360096,-0.484628552521336,0.848539431486169,1.1279796474348,-0.433621093688248,0.614941135639399,-0.263605624629518,0.0898813742592472,0.252663251085034,0.276140391672565,0.274489847620837,0.333911691755649,0.0427158354824536,1.2536277260643,0.925950945623427,0.566274928956414,0.138703775110081,-1.04050326455725,-0.223781461961926,1.53997074691706,-0.0664577716488963,53554.0389224673,0.783995060876521,0.693190603595499,-0.814998238674956,1.7277953855216,1.77060754977978,0.408793425489195,1,1
"Finland-2010","2010","Finland",0.60158126055117,1.90613866426057,-0.513701205114909,-0.238627158015902,1.38296302084735,1.4061626132328,-0.737331958296842,0.00303267285923021,0.492638345510757,0.338014313046763,0.829755963488334,0.84745213446836,0.792392175956272,0.961055328322088,0.740823831883183,2.05227026189994,0.206391704258175,0.305768164422141,-0.459939025712955,-0.524167192979661,-1.10005355705864,1.53997074691706,-0.0706215788346071,46459.9732548543,3.18595865407703,-2.78738455049574,-0.814998238674956,1.7277953855216,2.13341023912805,1.25774429469087,2,4
"Finland-2012","2012","Finland",0.624219152822848,1.87036548076143,-0.624930922080415,0.332349243806271,1.2081489501576,1.32972243087736,-0.715445838740284,0.033593513548141,0.450515158722342,0.0992170856541339,0.510462094830354,0.525624460513242,0.535095251210891,0.795079007841177,-0.142554121215899,2.06351443117064,0.494212446481298,0.438633071882313,1.30749351982638,0.652215328955946,1.21190723646647,0.710140167970641,0.648986571804689,47710.7902169415,-1.39754572817782,0.757686572513793,-0.814998238674956,1.59518563388114,2.11539798112333,1.46998201199129,3,9
"Finland-2014","2014","Finland",0.547257901550116,1.8071205853186,-0.537043461522621,-0.284692638696393,1.4166611377896,1.34289567332886,-0.761236700520981,0.0132100875906928,0.498825224677313,0.347269864557584,0.871526064018948,0.890607457471053,0.814909181295143,0.958929409599074,0.793893708265934,2.00600069751374,0.145119514402732,0.454367378259798,1.24303313378766,0.539435508857196,0.576819368670172,-0.0550906897324723,1.64903078886407,50260.2998588958,-0.364908156882066,0.771656516494799,-0.856400232003631,1.52888057903766,1.66376632312678,1.73881645390515,4,16
"Finland-2016","2016","Finland",0.298105256653398,1.30069532308363,-0.00573394065316308,0.561238514557986,1.23642962544844,1.37912616538962,-0.883795552165102,0.0503754510750533,0.544272070510352,0.375058397361393,0.956178220342615,0.987900466965289,0.885641255803575,0.838242299562513,0.980207349369568,1.50201717101785,-0.0692736365726236,0.552612199595521,1.6655301738311,1.30310662574191,1.55429245733443,0.661912827868887,0.915835477934559,43784.2839622098,2.81145776663433,0.775839134453184,-0.806717840009221,1.52888057903766,1.31952142214302,1.49828037429801,5,25
"Finland-2018","2018","Finland",0.605678891201607,1.45417754477926,0.0782893432208611,0.702649114219366,1.17651691020971,1.43057661569593,-1.07553866223251,0.118960724004448,0.605828618100184,0.115952858609702,0.45933491908929,0.479251964366447,0.455508693663936,0.331086666835688,0.516137205375556,0.87301591973935,-0.310440958102779,0.904117861331962,1.66346192615071,1.61222983898153,1.6877928609805,0.784883647095131,0.692085628639242,50030.8773106501,1.51758861140196,0.780314535668655,-0.641109866694524,1.52888057903766,1.63517455664312,1.14455084546398,6,36
"France-2008","2008","France",-0.438210090481303,0.476546118848841,-0.739965042354042,-1.5955239894012,0.390389815062933,-0.225474565241185,0.714690614671371,0.634594331716384,-1.08596393959149,0.693458470787799,0.887779908870731,0.948881565915211,1.18569284890203,-0.142264156242129,1.1967831789209,0.969065930738213,-0.272355235795349,-0.588140117392494,0.770668344117123,1.3635087544882,0.90830425576385,1.33531598264763,-0.251637617539731,45334.1144358246,0.254945960124005,0.466032622275619,-0.475501893379826,0.335392098180516,0.819520286340226,1.1728492077707,1,1
"France-2010","2010","France",-1.95948102209742e-05,0.692233675891468,-0.703343603478696,-1.37613903931885,0.353904410215058,0.217409375053168,0.908469986339367,0.659400788094174,-1.22668522828655,0.276086777860366,1.26330361542238,1.31202781288699,1.57378919425996,0.671371197904058,1.4488915369206,1.33624068419005,-0.38762296717465,-0.511632944380905,0.164327065817093,0.153241221921371,0.0655363444786092,1.25345407693985,-0.279542430608883,40638.33400426,1.94943762312663,0.486987538247127,-0.483782292045561,0.25251128089126,0.509342374206768,1.68221972929171,2,4
"France-2012","2012","France",0.0743483717135804,0.393168650427997,0.333185258344479,0.19974992176128,-0.642336032806465,0.189419178129675,0.246696407140072,0.849069388971143,-0.942932791389716,-0.358684922560628,0.739991200560917,0.725410757289833,0.909791255097171,0.0980179365392619,1.03303322254595,1.24128250827773,-0.519882166865394,-0.428831827169453,1.45652225546313,0.0762795723714477,1.17438714021184,0.31364380728168,1.14382218366446,40874.7035053457,0.313134751077172,0.508277063655306,-0.475501893379826,0.136477721352369,0.326370800473554,1.71051809159843,3,9
"France-2014","2014","France",0.113874621972386,0.642076707851758,0.0883294947904126,-0.0242735741677128,-0.364914337067126,0.26761911711266,0.198215781688993,0.862671956327492,-0.949883606069346,0.239732932260444,1.86479297701496,1.85300179620972,1.88132106649104,1.11404122762319,2.08476025452721,1.29871612949826,-0.473414730988302,-0.33055080134074,1.80525179490611,1.46917600507878,1.88686737780553,-0.45550218504224,1.21723667878094,43011.2631028417,0.956183052371557,0.529859372320572,-0.508623488042765,-0.0458608930299996,0.454198482506392,1.72466727275179,4,16
"France-2016","2016","France",0.437513392650042,0.713875004659026,-0.581563344617674,0.0427587739794858,-0.0543865849406092,0.29127860831615,0.270966570032209,0.580789872747538,-0.728158085489956,0.489585591479513,2.22831968946545,2.23736003233808,2.23416392587102,1.52096743908553,2.40427611469975,1.17559545782934,-0.516668024506116,-0.25854495430114,1.25084651391357,1.24131845780941,1.55429245733443,-1.10826190272945,0.851406040429345,37037.3741861219,1.09546440372048,0.551734464242925,-0.508623488042765,0.136477721352369,0.45843000134413,1.63977218583162,5,25
"France-2018","2018","France",0.52858704285519,0.364778955874504,-0.533418050870758,0.317855072789133,-0.109231798347195,0.255539871421848,0.108003022549869,0.693232725597723,-0.874490602161395,-0.381813073218474,1.27843850547642,1.27421120814735,1.50329839733776,0.443445327897829,1.62452738132174,1.10155153091773,-0.540002090925826,-0.168710938586861,1.63473626392312,1.48931004799421,1.76753740806603,-0.836338007247975,1.19977790830051,41631.0907389044,1.79286392711333,0.573776860883613,-0.425819501385417,-0.0624370851315703,0.611425860672734,1.55487709891146,6,36
"Greece-2008","2008","Greece",-2.27521283924701,-0.543988065793186,-1.23476172695798,-1.870426031349,-0.191130049746031,-2.24050973456586,0.115582610749226,-0.567392619924163,0.422620608927468,0.0263754933235287,0.378319202935336,0.401177229412032,-1.00588740541279,0.269841441506786,0.418607959531475,0.519780016734562,-0.420831987459261,-1.09605321077569,-1.8950731106035,-1.70368654044195,-1.47095175627301,1.12105134249076,-2.17721581780893,31997.2820241039,-0.335172452094639,0.369832409232768,2.19906687565254,-1.05701075950477,-1.20816102016024,0.819119678936671,1,1
"Greece-2010","2010","Greece",-1.7724056252208,-0.504052750473288,-1.4781633335083,-1.14332358475502,0.147024408347249,-1.96917408599288,-0.178387385521724,-0.820162293781883,0.828044279003939,0.0216640419090898,1.0177859033972,0.8814936161579,-0.63316644053889,0.0207847607952094,1.35433359667929,0.991731531937091,-0.120343150051111,-0.889142638090396,-1.90713788873908,-1.09733087119175,-1.81035372789748,1.30915576495405,-1.83198506763927,26917.7589549077,-5.47903689372846,0.400114563251475,2.14938448365813,-1.05701075950477,-1.26761844317979,1.05965575854381,2,4
"Greece-2012","2012","Greece",-1.74348035214256,-0.0779141493831724,-0.893926809864779,-2.62894388696323,-1.7952851678398,-2.40502311996499,-0.344460623544788,-0.691464016503231,0.845550685410149,-0.393354105096976,1.23084871275351,1.11830773742875,-0.529729795781782,0.51955402475334,1.34871114631488,1.22163732575943,0.100697287115904,-0.953599153719796,-0.56955615277345,-0.787441688928167,-0.550447254123816,0.469359388791035,-0.588175507093608,22242.681946404,-7.30049406220242,0.429894803115175,2.05001969966931,-1.05701075950477,-1.74778101378902,1.52657873660473,3,9
"Greece-2014","2014","Greece",-2.0511744073691,-0.843205876653061,-1.82057538408992,-2.10848388500543,-1.06475702376708,-2.6087999404312,-0.426076911364727,-0.965396206187189,1.17629386134303,-0.427355650367449,0.89875896040108,0.797798492197689,-0.749021130449444,0.211070591532598,1.01572523428673,0.890010482141539,0.130521728887723,-0.961218217909824,-0.286895636453936,0.897033618898641,-0.371853890758877,-0.581854256895544,0.154954501682512,21760.9797507704,0.739776853966688,0.459089476464701,0.832801095806286,-1.0404345674032,-1.58764586124367,0.748373773169865,4,16
"Greece-2016","2016","Greece",-2.01156222310509,-1.68507767070429,-1.63538397786271,-1.74667973051459,-1.77274482235546,-2.53770554663415,-0.355189451401484,-0.937690590337023,1.09929935809833,-0.477204238762888,0.892308515096426,0.805871618437975,-0.589215167161504,0.16927128487608,1.00040211011968,0.836774298591551,0.283914452565068,-0.82234780323849,-0.525433535591867,0.190336007510126,-0.5243438232433,-0.296761272234989,-0.222637065737498,18116.4596531285,-0.190952352057238,0.487740409479637,0.683753919823058,-0.858095881411536,-1.93705476399537,0.564434418176169,5,25
"Greece-2018","2018","Greece",-2.38910196783194,-0.27951706077788,-1.00722887822125,-1.47096676955499,-0.573818297950008,-2.30214576564024,-0.55015275412474,-0.804398272678815,1.10602804743176,-0.675152460132594,0.667525028956524,0.608523549560268,-0.584039493353126,-0.574347386810702,0.948029520795336,0.752424406931966,0.243576128925394,-0.829437520352585,0.535117913850862,1.16140235630994,0.850761967471195,-0.357623819522073,0.0748194756697922,20324.3049917812,1.93437065932918,0.515805775980399,1.27166222509023,-0.858095881411536,-1.71025909417799,0.281450795108944,6,36
"Hungary-2008","2008","Hungary",1.15905770193093,-0.313111782146838,0.428601435119392,-0.731080943578875,1.25946151252707,0.0219190366735474,-0.349713970370641,0.771818276469534,-0.461403119453358,0.339237665100615,-1.04208084427553,-1.03876485103066,-0.810639921379961,-1.27243040331133,-0.626055565492637,0.375430390490541,-0.21425956913487,-2.05590363181468,-1.00342855505901,-1.28918787433516,-0.310123579489788,0.954480160441891,-1.91416547262041,15753.4732840195,1.0582892500439,0.0509077899059254,1.71880375303992,-0.858095881411536,-0.96013844696912,0.536136055869446,1,1
"Hungary-2010","2010","Hungary",1.11779411484336,-0.800932325367879,0.652777185534461,0.0913831536987757,1.37041486056516,0.0342717815545224,-0.115230365388346,0.694303106435299,-0.559795128163399,0.358127689271302,-0.307821663289134,-0.300150633572146,-0.448058680765015,-0.359920481466358,-0.224925981041466,0.0601460633841424,-0.729822249620677,-1.92947783192157,-1.20944900455531,-0.888914347244701,-0.954333305549827,0.941489031927396,-1.45994524313354,13191.6212644696,1.12217824979848,0.0913955317430906,2.09142169299799,-0.858095881411536,-1.04275936548912,0.592732780482892,2,4
"Hungary-2012","2012","Hungary",1.08986725922024,-0.95420601564409,0.429137261231162,0.893410183600465,1.13710780622555,0.126607643913401,-0.192620547604236,0.629718478671813,-0.443737075710432,0.498476626561144,-0.166800774184073,-0.16039803194088,-0.153550743491924,-0.357004663355386,-0.0186931438202445,-0.44397432602736,-1.24123556721981,-1.61390322404263,-0.190607216667044,-0.40336293548708,0.0869927909606164,-0.00526170364947848,-0.482107997731283,12950.6865153085,-1.38062332775523,0.123476211483902,2.53856322094767,-0.858095881411536,-1.11964550789083,0.621031142789614,3,9
"Hungary-2014","2014","Hungary",0.549147318953851,-0.70383204428182,0.342762251725037,0.205190901094775,0.969599191041356,-0.101278764105705,0.18186617688017,0.148947140130219,-0.237930863733942,0.768550847706892,0.0458794920934601,0.0641695505540669,0.258264266927255,-0.00446305150203262,0.0841210855556626,-0.242246552331484,-1.12459511337135,-1.03919226351078,-0.83865815652154,-0.390304987364392,-0.642870610494171,-0.711765542040491,-0.498909324971872,14267.0121547683,4.22895073481537,0.146438784075435,2.69589079559664,-0.858095881411536,-1.31354470107438,0.734224592016504,4,16
"Hungary-2016","2016","Hungary",0.993162104898214,-0.64090149446877,0.327267214657063,0.153636170823065,0.645779740531811,-0.253743695113592,0.40061300003207,0.142303516687656,-0.386417996263544,0.326181370658802,0.169938147374595,0.186689678079271,0.384542081166638,0.470571098208907,-0.234802377218471,0.115751445119149,-0.260660720161716,-0.485140926915746,-0.714448393049428,-0.242400016309918,-0.233362281647742,-1.33640747472373,-0.527106335036512,13090.5067287853,2.13999571174807,0.169526835205719,2.79525557958545,-0.858095881411536,-1.45407779331686,0.309749157415667,5,25
